ID	word	pos	lemma	hyperlemma	sahidic_word	tla	CDO	crum_cs_lemmatization_match	crum_cs_pos_match	crum_no_sahidic	sahidic_in_cs	score	freq	page	marcion	lemma_error	pos_error	notes
643	ⲑⲁϩⲉⲙ	V	ⲑⲱϩⲉⲙ	ⲧⲱϩⲙ	ⲧⲱϩⲙ	C4798,C4799	calling, convocation	0	0	0	0	0	8	_	_			
644	ϭⲛⲉϫⲱ	V	ϭⲛⲉϫⲱ	ϭⲛⲉϫⲱ	_	C7771	submit	0	0	0	0	0	8	_	_			verify; unique Bo word?
645	ⲉⲣⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉⲥⲑⲉ	V	ⲉⲣⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉⲥⲑⲉ	ⲉⲣⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉⲥⲑⲉ	_	_		0	0	0	0	0	8	_	_			verify; okay to equate Bo and Sa here?
646	ⲑⲁϩⲉⲙ	VSTAT	ⲑⲱϩⲉⲙ	ⲧⲱϩⲙ	ⲧⲁϩⲙ	C4798	knock on the door, summon, invite, chase, urge, pursue	1	1	1	1	1	8	458b	(intransitive) knock (on door) (κρουειν) , hence summon, invite (καλειν) (transitive) summon (προσκαλειν, προτρεπεσθαι)			
647	ϣⲁⲧⲉ	ALIM	ϣⲁⲧⲉ	ϣⲁⲛⲧⲉ	ϣⲁⲛⲧⲉ	C5956	until, so that	1	1	1	1	1	7	573a	until (εως ου, εως αν) so that (οπως)			
648	ⲙⲡⲁⲧⲉ	ANY	ⲙⲡⲁⲧⲉ	ⲙⲡⲁⲧⲉ	ⲙⲡⲁⲧⲉ	C1981	(of what) has not yet happened	1	1	1	1	1	7	179a	pref neg perf of what has not yet happened (πριν, προ του, ουπω) with ⲛⲉ- pluperf of same			
650	ϣⲁⲧⲉ	CONJ	ϣⲁⲧⲉ	ϣⲁⲛⲧⲉ	ϣⲁⲛⲧⲉ	C5956	until	0	0	0	0	0	7	_	_			
652	ⲙⲙⲟⲛⲧⲉ	EXIST	ⲙⲙⲟⲛⲧⲉ	ⲙⲛⲧⲉ	ⲙⲛⲧⲉ	C1891		0	0	0	0	0	7	_	_			
653	ⲟⲩⲟⲛⲧⲁ	EXIST	ⲟⲩⲟⲛⲧⲉ	ⲟⲩⲛⲧⲉ	ⲟⲩⲛⲧⲉ	C5038	be, exist; there is	0	0	0	0	0	7	_	_			
654	ⲙⲙⲟⲛⲧⲉ	EXIST	ⲙⲙⲟⲛⲧⲉ	ⲙⲛⲧⲉ	ⲙⲛⲧⲉ	C1891		0	0	0	0	0	7	_	_			lemma ⲙⲙⲟⲛ
655	ⲭⲣⲱⲙ	N	ⲭⲣⲱⲙ	ⲕⲣⲱⲙ	ⲕⲣⲱⲙ	C1302	fire	1	1	1	1	1	7	115b	fire (πυρ) as adj, of fire, fiery (πυρινος)			
656	ⲙⲑⲟ	N	ⲙⲑⲟ	ⲙⲧⲟ	ⲙⲧⲟ	C2116	face, presence	1	1	1	1	1	7	193a	face, presence (εναντι, απεναντι)			
657	ⲥⲛⲟϥ	N	ⲥⲛⲟϥ	ⲥⲛⲟϥ	ⲥⲛⲟϥ	C3637	blood	1	1	1	1	1	7	348a	blood (αιμα)			
658	ϯⲙⲓ	N	ϯⲙⲓ	ϯⲙⲉ	ϯⲙⲉ	C4290	village	1	1	1	1	1	7	414a	village (κωμη)			
659	ⲑⲏⲟⲩ	N	ⲑⲏⲟⲩ	ⲧⲏⲩ	ⲧⲏⲩ	C4635	wind, breath	1	1	1	1	1	7	439b	wind (ανεμος, πνευμα, πνοη) south wind ⲧⲟⲩⲣⲏⲥ, ⲑⲟⲩⲣ., ⲑⲏⲟⲩ ⲣ. north wind breath (πνοη)			
660	ⲟⲩⲓⲛⲁⲙ	N	ⲟⲩⲓⲛⲁⲙ	ⲟⲩⲛⲁⲙ	ⲟⲩⲛⲁⲙ	C5073	right hand	1	1	1	1	1	7	483b	right hand (δεξια)			
661	ⲱⲙⲥ	N	ⲱⲙⲥ	ⲱⲙⲥ	ⲱⲙⲥ	C5476,C5483	be sunk, be submerged	1	0	1	1	0.75	7	523a	(intransitive) be sunk, submerged (καταποντιζειν, βυθιζειν, δυειν) (transitive) sink, dip (καταποντιζειν, καταδυειν, εμπιμπλαναι)			
662	ϣⲉⲣⲓ	N	ϣⲏⲣⲓ	ϣⲏⲣⲉ	ϣⲉⲉⲣⲉ	C6032,C6033	son, child (fem.)	1	1	1	1	1	7	584a	son, child (υιος, τεκνον) daughter (θυγατηρ)			
663	ϩⲟ	N	ϩⲟ	ϩⲟ	ϩⲟ	C6398	face	1	1	1	1	1	7	646b	face (προσωπον, οψις, μορφη) side, edge			
664	ϩⲁⲡ	N	ϩⲁⲡ	ϩⲁⲡ	ϩⲁⲡ	C6732	judgment, inquest	1	1	1	1	1	7	693b	judgement, inquest (κριμα, κρισις)			
665	ϭⲓⲥⲓ	N	ϭⲓⲥⲓ	ϫⲓⲥⲉ	ϫⲓⲥⲉ	C7393,C7394,C7382,C7385,C7387	height, top; a land measure; back	1	1	1	1	1	7	790b	back (νωτος) spine, vertebra (ραχις)			
666	ϭⲁⲗⲁⲩϫ	N	ϭⲁⲗⲟϫ	ϭⲁⲗⲟϫ	_	C7691		1	1	1	1	1	7	814a	foot, knee (πους)			verify; CD814a, lists only pl for Sa under ϭⲁⲗⲟϫ; perhaps link with ϭⲱⲗϫ, just below in CD?
667	ϭⲗⲟϫ	N	ϭⲗⲟϫ	ϭⲗⲟϭ	ϭⲗⲟϭ	C7696,C7697	gourd; bed, bier	1	1	1	1	1	7	815a	gourd			
668	ⲙⲉⲧⲙⲉⲑⲣⲉ	N	ⲙⲉⲧⲙⲉⲑⲣⲉ	ⲙⲛⲧⲙⲛⲧⲣⲉ	ⲙⲛⲧⲙⲛⲧⲣⲉ	C1967,C1968	testimony	0	0	0	0	0	7	_	_			
669	ϫⲱⲣⲓ	N	ϫⲱⲣⲓ	ϫⲱⲱⲣⲉ	ϫⲱⲱⲣⲉ	C7340,C7341	power, strength	0	0	0	0	0	7	_	_			
670	ⲙⲉⲛⲣⲓⲧ	N	ⲙⲉⲛⲣⲓⲧ	ⲙⲉⲣⲓⲧ	ⲙⲉⲣⲓⲧ	C1788	beloved	0	0	0	0	0	7	_	_			
671	ⲃⲟⲗ	N	ⲃⲱⲗ	ⲃⲱⲗ	ⲃⲱⲗ	C404,C409	loosen; solution, interpretation	0	0	0	0	0	7	_	_			
672	ⲧⲏⲣϥ	N	ⲧⲏⲣϥ	ⲧⲏⲣϥ	ⲧⲏⲣϥ	_		0	0	0	0	0	7	_	_			should be ⲧⲏⲣ-ϥ
674	ⲉⲓⲱⲧ	N	ⲉⲓⲱⲧ	ⲉⲓⲱⲧ	ⲉⲓⲱⲧ	C992,C993,C998	father, barely	0	0	0	0	0	7	_	_			
676	ⲣ	NUM	ⲣ	ⲣ	ⲣ	C3028	num. 100	0	0	0	0	0	7	_	_			
678	ϩⲏⲡⲡⲉ	PTC	ϩⲏⲡⲡⲉ	ϩⲏⲏⲧⲉ	ϩⲏⲏⲧⲉ	C986		0	0	0	0	0	7	_	_			
679	ⲁⲗⲏⲓ	V	ⲁⲗⲏⲓ	ⲁⲗⲉ	ⲁⲗⲉ	C37	mount, go up	1	1	1	1	1	7	4a	(intransitive) mount, go up, go on, board (αναβαινειν, επιβαινειν) (transitive) S			
680	ⲃⲟⲗ	V	ⲃⲱⲗ	ⲃⲱⲗ	ⲃⲟⲗ	C409,C404	loosen, untie [of chains, cords etc.]; solution, interpretation	1	1	1	1	1	7	32a	loosen, untie, mostly tr (λυειν) melt unstring interpret, explain scriptures, dreams &c (διερμηνευειν) be softened, persuaded weaken, make faint nullify order, deed dissolve, destroy pay			
681	ⲙⲉⲛⲣⲓⲧ	V	ⲙⲉⲓ	ⲙⲉ	ⲙⲉⲣⲓⲧ	C1785,C1786	love	1	1	1	1	1	7	156a	(transitive) love (αγαπαν)			
682	ⲡⲉϫⲉ	V	ⲡⲉϫⲉ	ⲡⲉϫⲉ	ⲡⲉϫⲉ	C3017	say (that which . . . said)	1	1	1	1	1	7	285a	what ... saith ― say + suff S ― with initial ⲙ- ― with following nn ― mostly + ϫⲉ- ― c ⲛ- ― c ⲉϩⲟⲩⲛ ϩⲛ- S,F, more emphatic or formal than ⲛ- ― gk ειπειν, λεγειν			
683	ⲧⲟⲩⲛⲟⲥ	V	ⲧⲟⲩⲛⲟⲥ	ⲧⲟⲩⲛⲟⲥ	ⲧⲟⲩⲛⲟⲥ	C4683	wake, raise, set up	1	1	1	1	1	7	446b	(transitive) wake, raise, set up (εγειρειν, εξανατελλειν, εξαιρειν, εξυπνιζειν)			
684	ϭⲓⲥⲓ	V	ϭⲓⲥⲓ	ϫⲓⲥⲉ	ϫⲓⲥⲉ	C7382,C7385,C7387,C7393,C7394	become, be high	1	1	1	1	1	7	788b	(intransitive) become, be high (υψουσθαι, μεγαλυνεσθαι) (qualitative) (υψιστος, υψηλος, μετεωρος) (transitive) exalt (υψουν) p c, who raises, mounts			
686	ⲉⲣⲛⲟⲃⲓ	V	ⲉⲣⲛⲟⲃⲓ	ⲣⲛⲟⲃⲉ	ⲣⲛⲟⲃⲉ	C2436	to sin	0	0	0	0	0	7	_	_			
687	ⲉⲣⲡⲓⲣⲁⲍⲓⲛ	V	ⲉⲣⲡⲓⲣⲁⲍⲓⲛ	ⲣⲡⲉⲓⲣⲁⲥⲙⲟⲥ	ⲣⲡⲓⲣⲁⲥⲙⲟⲥ	C10173	to tempt, test	0	0	0	0	0	7	_	_			verify; unique Bo word?
688	ϣϫⲉⲙϫⲟⲙ	V	ϣϫⲉⲙϫⲟⲙ	ϣϭⲙϭⲟⲙ	ϣϭⲙϭⲟⲙ	C7722	find strength, able	0	0	0	0	0	7	_	_			
692	ⲉⲣⲡⲣⲟⲥⲉⲩⲭⲉⲥⲑⲉ	V	ⲉⲣⲡⲣⲟⲥⲉⲩⲭⲉⲥⲑⲉ	ⲉⲣⲡⲣⲟⲥⲉⲩⲭⲉⲥⲑⲉ	ⲉⲣⲡⲣⲟⲥⲉⲩⲭⲉⲥⲑⲉ	x		0	0	0	0	0	7	_	_			verify; link to Sah ⲡⲣⲟⲥⲉⲩⲭⲉ?
694	ϩⲁⲣⲁ	ADV	ϩⲁⲣⲁ	ⲁⲣⲁ	ⲁⲣⲁ	C8419	so, therefore	0	0	0	0	0	6	_	_			
696	ⲟⲩⲟⲛⲧⲉ	EXIST	ⲟⲩⲟⲛⲧⲉ	ⲟⲩⲛⲧⲉ	ⲟⲩⲛⲧⲉ	C5038	there is, exists	0	0	0	0	0	6	_	_			
697	ⲓⲟϩⲓ	N	ⲓⲟϩⲓ	ⲟϩⲉ	ⲟϩⲉ	C2778	yard (of house), fold (for cattle)	0	1	1	1	0.75	6	258a	yard of house, fold for cattle, sheep (επαυλις, αυλη, μανδρα) pasture flock, herd (ποιμνη)			
698	ⲛⲟⲩϫ	N	ⲛⲟⲩϫ	ⲛⲟϭ	ⲛⲟϭ	C2712	great, large	0	1	1	1	0.75	6	250a	great, large (μεγας) as title, elder, notable (πρωτος)			
699	ⲫⲏⲟⲩⲓ	N	ⲫⲉ	ⲡⲉ	ⲡⲏⲩⲉ	C2790	heaven, sky	1	1	1	1	1	6	259a	heaven, sky (ουρανος) | adjectival phrases compounds with preposition with m art + prep ⲉ-			
700	ⲥⲁⲃⲉ	N	ⲥⲁⲃⲉ	ⲥⲁⲃⲉ	ⲥⲁⲃⲉ	C3330,C3327	wise person; wise	1	1	1	1	1	6	319a	wise person (σοφος, σοφιστης, φρονιμος, συνετος) as adj (φρονιμος)			
701	ⲥⲁⲃⲉⲩ	N	ⲥⲁⲃⲉ	ⲥⲁⲃⲉ	ⲥⲁⲃⲉⲉⲩ	C3330,C3327	wise person; wise	1	1	1	1	1	6	319a	wise person (σοφος, σοφιστης, φρονιμος, συνετος) as adj (φρονιμος)			
702	ⲥⲟⲩⲣⲓ	N	ⲥⲟⲩⲣⲓ	ⲥⲟⲩⲣⲉ	ⲥⲟⲩⲣⲉ	C3690	thorn, spike, dart	1	1	1	1	1	6	354a	thorn, spike, dart (ακανθα, σκολοψ, τριβολος, καλαμη, κεντρον, βολις) needle &c			
703	ⲧⲉⲃⲧ	N	ⲧⲉⲃⲧ	ⲧⲃⲧ	ⲧⲃⲧ	C4130	fish	1	1	1	1	1	6	401b	fish (ιχθυς) catch fish fish-catcher fish-monger			
704	ⲟⲩⲉⲓ	N	ⲟⲩⲉⲓ	ⲟⲩⲉ	ⲟⲩⲉ	C4902,C4903	be distant	1	0	1	1	0.75	6	470b	(intransitive) be distant, far-reaching (μακρυνειν, μακραν ποιειν) (qualitative) (μακρος)			
705	ⲟⲩⲏⲣ	N	ⲟⲩⲏⲣ	ⲟⲩⲏⲣ	ⲟⲩⲏⲣ	C5113	how great, how many, how much?	1	0	1	1	0.75	6	488b	how great, many, much? ― independent (ποσος; πηλικος;) ― c preceding ⲛ-, by how much? (ποσω) ― c ⲛ- gen ― without ⲛ- S,sA ― c ⲁ- about (circa) ― ⲉⲡⲁⲩⲏⲣ, ⲉⲡⲁⲃⲏⲣ B, to what extent? so in vain			
706	ϣⲉⲙⲏⲣ	N	ϣⲉⲙⲏⲣ	ϣⲉⲙⲏⲣ	_	x		1	1	0	0	0.5	6	567a	leaven (ζυμη)			verify; unique bo word?
707	ϩⲟϯ	N	ϩⲟϯ	ϩⲟⲧⲉ	ϩⲟⲧⲉ	C6909	hour, moment	1	1	1	1	1	6	721b	hour, moment (ωρα)			
708	ϩⲟⲩⲓⲧ	N	ϩⲟⲩⲓⲧ	ϩⲟⲩⲉⲓⲧ	ϩⲟⲩⲉⲓⲧ	C6992	first	1	1	1	1	1	6	738a	first (πρωτος, αρχη) nn f, beginning, first (αρχη, αρχαιος)			
709	ϭⲏⲡⲓ	N	ϭⲏⲡⲓ	ϭⲏⲡⲉ	ϭⲏⲡⲉ	C7827	cloud	1	1	1	1	1	6	825b	cloud (νεφελη, νεφος)			
710	ⲉϫⲱⲣϩ	N	ϫⲱⲣϩ	ϭⲱⲣϩ	ϭⲱⲣⲁϩ	C7880,C7881	night; nightly	1	1	1	1	1	6	829b	night (νυξ) as adj (νυκτερινος)			
711	ϭⲱⲣⲡ	N	ϭⲱⲣⲡ	ϭⲱⲗⲡ	ϭⲱⲗⲡ	C7668	reveal	0	0	0	0	0	6	_	_			
712	ⲙⲉⲧⲥⲟϫ	N	ⲙⲉⲧⲥⲟϫ	ⲙⲛⲧⲥⲟϭ	ⲙⲛⲧⲥⲟϭ	x		0	0	0	0	0	6	_	_			verify; unique bo word?
713	ⲙⲉⲑⲙⲏⲓ	N	ⲙⲉⲑⲙⲏⲓ	ⲙⲛⲧⲙⲉ	ⲙⲛⲧⲙⲉ	C1791	truth	0	0	0	0	0	6	_	_			
714	ϯⲙⲁϯ	N	ϯⲙⲁϯ	ϯⲙⲁⲧⲉ	ϯⲙⲁⲧⲉ	C2087	reach, obtain	0	0	0	0	0	6	_	_			
715	ⲥⲱⲛⲓ	N	ⲥⲱⲛⲓ	ⲥⲱⲛⲉ	ⲥⲱⲛⲉ	C3587,C3588	sister	0	0	0	0	0	6	_	_			
716	ϩⲟϫϩⲉϫ	N	ϩⲟϫϩⲉϫ	ϩⲟϫϩϫ	ϩⲟϫϩϫ	C7037,C7038	distress	0	0	0	0	0	6	_	_			
717	ⲓⲁϩⲁⲗⲟⲗⲓ	N	ⲓⲁϩⲁⲗⲟⲗⲓ	ⲉⲓⲉϩⲉⲗⲟⲟⲗⲉ	ⲉⲓⲉϩⲉⲗⲟⲟⲗⲉ	C659	vineyard	0	0	0	0	0	6	_	_			
719	ⲣⲉϥⲉⲣⲛⲟⲃⲓ	N	ⲣⲉϥⲉⲣⲛⲟⲃⲓ	ⲣⲉϥⲣⲛⲟⲃⲉ	ⲣⲉϥⲣⲛⲟⲃⲉ	C2437	sinner	0	0	0	0	0	6	_	_			
720	ϩⲃⲟⲥ	N	ϩⲃⲟⲥ	ϩⲃⲟⲟⲥ	ϩⲃⲟⲟⲥ	C6462,C6463,C6464	garment	0	0	0	0	0	6	_	_			
721	ⲟⲩϫⲁⲓ	N	ⲟⲩϫⲁⲓ	ⲟⲩϫⲁⲓ	ⲟⲩϫⲁⲓ	C5349,C5350,C5351,C5352	heatlh, safety	0	0	0	0	0	6	_	_			
722	ⲕⲟⲧ	N	ⲕⲱϯ	ⲕⲟⲧ	ⲕⲟⲧ	C1443,C1442,C1437	wheel, basket	0	0	0	0	0	6	_	_			
723	ⲣⲱⲧⲉⲃ	N	ⲣⲱⲧⲉⲃ	ⲣⲱⲧⲃ	ⲣⲱⲧⲃ	C3194	recline	0	0	0	0	0	6	_	_			
724	ϥⲓⲣⲱⲟⲩϣ	N	ϥⲓⲣⲱⲟⲩϣ	ϥⲓⲣⲟⲟⲩϣ	ϥⲓⲣⲟⲟⲩϣ	C3212,C3211	care, thought	0	0	0	0	0	6	_	_			
725	ϣⲑⲟⲣⲧⲉⲣ	N	ϣⲑⲟⲣⲧⲉⲣ	ϣⲧⲟⲣⲧⲣ	ϣⲧⲟⲣⲧⲣ	C6120,C6121	disturbance	0	0	0	0	0	6	_	_			
726	ϣⲟ	NUM	ϣⲟ	ϣⲟ	ϣⲟ	C5731,C5732	yes; thousand	1	0	1	1	0.75	6	549b	thousand (χιλιοι, χιλιας)			
727	ⲟⲩⲏⲣ	PINT	ⲟⲩⲏⲣ	ⲟⲩⲏⲣ	ⲟⲩⲏⲣ	C5113	how great, how many	0	0	0	0	0	6	_	_			
728	ⲛⲑⲟⲥ	PPERI	ⲛⲑⲟⲥ	ⲛⲧⲟⲥ	ⲛⲧⲟⲥ	C2562	she	0	0	0	0	0	6	_	_			
730	ⲧⲉⲧⲛ	PPERS	ⲛⲑⲱⲧⲛ	ⲛⲧⲱⲧⲛ	ⲧⲉⲧⲛ	C2565	you pl	0	0	0	0	0	6	_	_			
732	ⲉⲑⲃⲏⲧ	PREP	ⲉⲑⲃⲉ	ⲉⲧⲃⲉ	ⲉⲧⲃⲉ	C739	because of, concerning	1	0	1	1	0.75	6	61a	because of, concerning (δια, ενεκα)			
737	ϧⲁϫⲱ	PREP	ϧⲁϫⲉⲛ	ϩⲁϫⲛ	ϩⲁϫⲱ	C7506	before	0	0	0	0	0	6	_	_			
738	ⲉⲧⲟⲧ	PREP	ⲉⲧⲉⲛ	ⲉⲧⲛ	ⲉⲧⲟⲟⲧ	C4484	to hand of, to	0	0	0	0	0	6	_	_			
739	ϩⲁⲣⲁ	PTC	ϩⲁⲣⲁ	ϩⲁⲣⲁ	ϩⲁⲣⲁ	C8419	so, then, thus	0	0	0	0	0	6	_	_			
740	ⲕⲟⲧ	V	ⲕⲱϯ	ⲕⲱⲧⲉ	ⲕⲟⲧ	C1416	turn, go around	1	1	1	1	1	6	124a	(intransitive) ― turn, go round (κυκλουν, στρεφεσθαι) ― go round with waterwheel, water ― form circle ― wander, stray ― go about seeking, seek (qualitative) S (archaic) turned iteration S,B continue to turn, seek (transitive) ― turn, often of face ― surround refl (oftenest) with suff or ⲙⲙⲟ=, turn self, return, repeat (στρεφεσθαι)			
741	ⲛⲟⲩϫ	V	ⲛⲟⲩϫ	ⲛⲟⲩϫⲉ	ⲛⲟⲩϫⲉ	C2691,C2704	throw, cast	1	1	1	1	1	6	247a	(transitive) throw, cast (βαλλειν) (qualitative) thrown down, lying, reclining (intransitive) S ⲛ. ⲉⲃⲟⲗ, cast forth			
742	ⲣⲓⲙⲓ	V	ⲣⲓⲙⲓ	ⲣⲓⲙⲉ	ⲣⲓⲙⲉ	C3088	weep	1	1	1	1	1	6	294a	(intransitive) weep (κλαιειν, δακρυειν, θρηνειν)			
743	ⲣⲱⲧⲉⲃ	V	ⲣⲱⲧⲉⲃ	ⲣⲱⲧⲃ	ⲣⲱⲧⲃ	C3194	recline	1	1	1	0	0.75	6	305b	(intransitive) recline (κλινεσθαι, ανακεισθαι, αναπιπτειν) (transitive) B,F, make to recline			
744	ⲥⲁⲧ	V	ⲥⲓϯ	ⲥⲓⲧⲉ	ⲥⲁⲧ	C3768	throw, sow, put	1	1	1	1	1	6	360b	(intransitive) throw, sow (oftener) & related meanings (σπειρειν, βαλλειν) (transitive) (σπειρειν, ριπτειν)			
745	ⲥⲟⲩⲱⲛ	V	ⲥⲱⲟⲩⲛ	ⲥⲟⲟⲩⲛ	ⲥⲟⲩⲱⲛ	C3871	know	1	1	1	1	1	6	369b	(intransitive) know (ειδεναι, επιστασθαι, γινωσκειν) (transitive) ― (γινωσκειν) ― know sexually ― with ϫⲉ- ―― intr: ―― tr:			
746	ϣⲟϣ	V	ϣⲱϣ	ϣⲱϣ	ϣⲟϣ	C6173	make equal, level, straight	1	1	1	1	1	6	606a	(transitive) make equal, level, straight (ομαλιζειν) (qualitative) B (rare) (ομαλιζειν)			
747	ⲟⲩⲁϣ	V	ⲟⲩⲱϣ	ⲟⲩⲱϣ	ⲟⲩⲱϣ	C5257	wish, desire, love	1	1	1	1	1	6	500a	(intransitive) ― desire, love (θελειν, βουλεσθαι, ευδοκειν) ― as imperative, be pleased to S (θελησον) (transitive) (θελειν, αγαπαν, φιλειν)			
748	ⲟⲩⲉϣ	V	ⲟⲩⲱϣ	ⲟⲩⲱϣ	ⲟⲩⲉϣ	C5257	wish, desire, love	1	1	1	1	1	6	500a	(intransitive) ― desire, love (θελειν, βουλεσθαι, ευδοκειν) ― as imperative, be pleased to S (θελησον) (transitive) (θελειν, αγαπαν, φιλειν)			
749	ⲟⲩϫⲁⲓ	V	ⲟⲩϫⲁⲓ	ⲟⲩϫⲁⲓ	ⲟⲩϫⲁⲓ	C5349	be whole, be intact, be safe, be sound	1	1	1	1	1	6	511b	(intransitive) be whole, safe, sound (σωζεσθαι, υγιαζειν, ιασθαι, ρυεσθαι) (qualitative) (υγιης, ορθος, τελειος)			
750	ⲟⲗ	V	ⲱⲗⲓ	ⲱⲗ	ⲟⲗ	C5445	hold, contain, enclose	1	1	1	1	1	6	520a	(intransitive) (mostly S) ― hold, contain, enclose (χωρειν) ― gather in harvest (αμαν) (transitive) (mostly B), take, lay hold of, gather (αιρειν, αναιρειν)			
751	ϣⲑⲟⲣⲧⲉⲣ	V	ϣⲑⲟⲣⲧⲉⲣ	ϣⲧⲟⲣⲧⲣ	ϣⲧⲟⲣⲧⲣ	C6120	be disturbed, in haste, disturb	1	1	1	1	1	6	597b	(intransitive) be disturbed, troubled, in haste (ταρασσειν, θορυβεισθαι, σπουδαζειν) | qual: (θορυβεισθαι) (transitive) disturb, cause to hasten (ταρασσειν)			
752	ϣⲟϣ	V	ϣⲟϣ	ϣⲟϣ	ϣⲟϣ	C6170,C6169	kind of antelope (bubalis buselaphus)	1	0	1	1	0.75	6	605a	kind of antelope, hartebeest (bubalis busephalus) (βουβαλος)			
753	ϩⲟϫϩⲉϫ	V	ϩⲟϫϩⲉϫ	ϩⲟϫϩϫ	ϩⲟϫϩϫ	C7037	be distressed, straighten, compel	1	1	1	1	1	6	743b	(intransitive) be distressed, restricted, narrow (θλιβειν, στενειν, διαπονειν, προσοχθιζειν) (qualitative) (στενος) (transitive) straighten, compel (αποθλιβειν, εκθλιβειν, ενοχλειν, κακουν, συνεχειν, εκπιεζειν)			
754	ϭⲱⲣⲡ	V	ϭⲱⲣⲡ	ϭⲟⲣϥ	ϭⲟⲣϥ	C7879	nip off	1	1	1	1	1	6	829b	(transitive) nip off (αποκνιζειν)			
755	ϣⲉⲛⲛⲟⲩϥⲓ	V	ϣⲉⲛⲛⲟⲩϥⲓ	ϣⲙⲛⲟⲩϥⲉ	ϣⲙⲛⲟⲩϥⲉ	C5927	good news	0	0	0	0	0	6	_	_			verify; taking as equivalents?
756	ϯⲙⲁϯ	V	ϯⲙⲁϯ	ϯⲙⲁⲧⲉ	ϯⲙⲁⲧⲉ	C2087,C2088	reach, obtain, enjoy	0	0	0	0	0	6	_	_			
758	ⲕⲟⲧ	V	ⲕⲱⲧ	ⲕⲱⲧ	ⲕⲟⲧ	C1383,C1385	build	0	0	0	0	0	6	_	_			
759	ϥⲓⲣⲱⲟⲩϣ	V	ϥⲓⲣⲱⲟⲩϣ	ϥⲓⲣⲟⲟⲩϣ	ϥⲓⲣⲟⲟⲩϣ	C3211,C3212	take care, thought	0	0	0	0	0	6	_	_			
760	ⲉⲣⲭⲣⲓⲁ	V	ⲉⲣⲭⲣⲓⲁ	ⲭⲣⲉⲓⲁ	ⲭⲣⲉⲓⲁ	C10982,C10983	to need	0	0	0	0	0	6	_	_			verify; taking as equivalents?
761	ϣⲟⲩⲓⲧ	V	ϣⲟⲩⲓⲧ	ϣⲟⲩⲉⲓⲧ	ϣⲟⲩⲉⲓⲧ	C6151	empty	0	0	0	0	0	6	_	_			
762	ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ	V	ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ	ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ	_	C9859	to fast	0	0	0	0	0	6	_	_			verify; taking as equivalents?
764	ⲣⲟⲧⲉⲃ	V	ⲣⲟⲧⲉⲃ	ⲣⲱⲧⲃ	ⲣⲱⲧⲃ	C3194	recline	0	0	0	0	0	6	_	_			
765	ⲟⲩⲁϣ	V	ⲟⲩⲃⲁϣ	ⲟⲩⲃⲁϣ	ⲟⲩⲃⲁϣ	_		0	0	0	0	0	6	_	_			
766	ⲣⲟⲧⲉⲃ	VSTAT	ⲣⲱⲧⲉⲃ	ⲣⲱⲧⲃ	ⲣⲱⲧⲃ	C3194	recline	1	1	1	0	0.75	6	305b	(intransitive) recline (κλινεσθαι, ανακεισθαι, αναπιπτειν) (transitive) B,F, make to recline			
767	ϣⲟⲩⲓⲧ	VSTAT	ϣⲟⲩⲟ	ϣⲟⲩⲟ	ϣⲟⲩⲟⲉⲓⲧ	C6150	flow	0	0	0	0	0	6	_	_			
769	ⲑⲣ	ACAUS	ⲑⲣⲉ	ⲧⲣⲉ	ⲧⲣⲉ	C4439	causative	0	0	0	0	0	5	_	_			
770	ⲁⲥϣⲁⲛ	ACOND_PPERS	ⲁⲣⲉϣⲁⲛ_ⲛⲑⲟⲥ	ⲉⲣϣⲁⲛ_ⲛⲧⲟⲥ	ⲉⲥϣⲁⲛ	C716_C2562		0	0	0	0	0	5	_	_			
771	ⲁⲣⲉⲧⲉⲛϣⲁⲛ	ACOND_PPERS	ⲁⲣⲉϣⲁⲛ_ⲛⲑⲱⲧⲉⲛ	ⲉⲣϣⲁⲛ_ⲛⲧⲱⲧⲛ	ⲉⲧⲉⲧⲛϣⲁⲛ	C716_C2565		0	0	0	0	0	5	_	_			
773	ⲟⲩⲏⲓ	ADV	ⲟⲩⲏⲓ	ⲟⲩⲏⲓ	ⲟⲩⲏⲓ	C4934	indeed, verily	1	1	0	0	0.5	5	471b	indeed, verily with preceding ϫⲉ- for (οτι, διοτι, καθοτι)			
774	ⲛϩⲣⲏⲓ	ADV	ⲛϩⲣⲏⲓ	ⲛϩⲣⲁⲓ	ⲛϩⲣⲁⲓ	C6770		0	0	0	0	0	5	_	_			
776	ⲛⲛ	ANEGOPT	ⲛⲛⲉ	ⲛⲛⲉ	ⲛⲛ	C2504	prefix neg 3rd fut, ANEGOPT	0	0	0	0	0	5	_	_			
777	ⲉⲓⲉ	AOPT_PPERS	ⲉⲣⲉ_ⲁⲛⲟⲕ	ⲉⲣⲉ_ⲁⲛⲟⲕ	ⲉⲓⲉ	C619		0	0	0	0	0	5	_	_			
