tla	cop	egy_num	egy_lemma	demo_num	demo_lemma	english	german	tla_link	tla_link_d	MT
C417	ⲉⲃⲟⲗ	91970	r-bnr	d3369	r-bnr	beyond	hinaus	https://thesaurus-linguae-aegyptiae.de/lemma/91970	https://thesaurus-linguae-aegyptiae.de/lemma/d3369	1
C420	ⲛⲃⲟⲗ	NA	NA	d2919	n-bnr	outside; except; from the outside; outside, outside; out, out	außerhalb; außer; von außen; außen, draußen; hinaus, heraus	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2919	1
C421	ⲛⲃⲗ-	79140	n-bnr	dm1389	n-bnr=	outside	außen	https://thesaurus-linguae-aegyptiae.de/lemma/79140	https://thesaurus-linguae-aegyptiae.de/lemma/dm1389	0
C435	ⲣⲃⲟⲗ	NA	NA	dm75	ı ͗r-bnr	to escape, to run away, to flee; to be without something	entgehen, sich davonmachen, fliehen; ohne etwas sein	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm75	1
C439	ⲃⲟⲗⲃⲗ	NA	NA	d1767	blbl	[to escape; to leave, depart]	eindringen, sich durchbohren (durch etwas)	_	https://thesaurus-linguae-aegyptiae.de/lemma/d1767	0
C442	ⲃⲗⲃⲓⲗⲉ	55890	bnn.t	d1765	blbjlꜣ.t	ball; seed pod (med.)	Kugel	https://thesaurus-linguae-aegyptiae.de/lemma/55890	https://thesaurus-linguae-aegyptiae.de/lemma/d1765	0
C448	ⲃⲗⲗⲉ	56480	brr	NA	NA	blind man	Blinder	https://thesaurus-linguae-aegyptiae.de/lemma/56480	_	0
C449	ⲃⲗⲗⲉ	NA	NA	d1757	bl	[to hack, break up]	blind	_	https://thesaurus-linguae-aegyptiae.de/lemma/d1757	0
C454	ⲃⲁⲗⲟⲧ	56240	bnd	NA	NA	clothing; garment (belt?)	Kleidung; Gewand	https://thesaurus-linguae-aegyptiae.de/lemma/56240	_	0
C455	ⲃⲓⲗⲧⲓ	69800	mn.t	d2440	mn(e).t	thigh (of a human); haunch (of an animal)	Oberschenkel; Hinterschenkel (tier.); Schenkel (allg.)	https://thesaurus-linguae-aegyptiae.de/lemma/69800	https://thesaurus-linguae-aegyptiae.de/lemma/d2440	0
C456	ⲃⲗϩⲙⲟⲩ	850475	Brhm	d1768	Blhmwt	Blemmyes	Blemmyer	https://thesaurus-linguae-aegyptiae.de/lemma/850475	https://thesaurus-linguae-aegyptiae.de/lemma/d1768	0
C457	ⲃⲗϫⲉ	58570	bḏꜣ	dm3682	blḏ(.t)	bread mold; mold	Backform; Gussform (Topf aus gebranntem Ton)	https://thesaurus-linguae-aegyptiae.de/lemma/58570	https://thesaurus-linguae-aegyptiae.de/lemma/dm3682	0
C458	ⲃⲗϫⲉ	58570	bḏꜣ	dm3682	blḏ(.t)	bread mold; mold	Backform; Gussform (Topf aus gebranntem Ton)	https://thesaurus-linguae-aegyptiae.de/lemma/58570	https://thesaurus-linguae-aegyptiae.de/lemma/dm3682	0
C461	ⲃⲁⲁⲙⲡⲉ	53060	bꜣ-n-p.t	d1653	bj-ꜥꜣ-n-p.t	sacred ram of heaven (Amun)	Heiliger Bock des Himmels (Amun)	https://thesaurus-linguae-aegyptiae.de/lemma/53060	https://thesaurus-linguae-aegyptiae.de/lemma/d1653	0
C462	ⲃⲁⲁⲙⲡⲉ	53060	bꜣ-n-p.t	d1653	bj-ꜥꜣ-n-p.t	sacred ram of heaven (Amun)	Heiliger Bock des Himmels (Amun)	https://thesaurus-linguae-aegyptiae.de/lemma/53060	https://thesaurus-linguae-aegyptiae.de/lemma/d1653	0
C466	ⲃⲏⲛⲉ	69780	mn.t	d1723	bnj(.t)	swallow	Schwalbe; Taube (?)	https://thesaurus-linguae-aegyptiae.de/lemma/69780	https://thesaurus-linguae-aegyptiae.de/lemma/d1723	0
C467	ⲃⲏⲛⲉ	69780	mn.t	d1723	bnj(.t)	swallow	Schwalbe; Taube (?)	https://thesaurus-linguae-aegyptiae.de/lemma/69780	https://thesaurus-linguae-aegyptiae.de/lemma/d1723	0
C469	ⲃⲓⲛⲓ	69820	mn.t	NA	NA	Waxing fire	Schmelzfeuer	https://thesaurus-linguae-aegyptiae.de/lemma/69820	_	1
C470	ⲃⲱⲱⲛ	54605	bjn	d1646	bjn	bad; evil	schlecht; böse	https://thesaurus-linguae-aegyptiae.de/lemma/54605	https://thesaurus-linguae-aegyptiae.de/lemma/d1646	0
C471	ⲃⲟⲟⲛⲉ	54605	bjn	d1646	bjn	bad; evil	schlecht; böse	https://thesaurus-linguae-aegyptiae.de/lemma/54605	https://thesaurus-linguae-aegyptiae.de/lemma/d1646	0
C472	ⲃⲟⲟⲛⲉ	54640	bjn.t	dm287	bjn.t	evil	Böses	https://thesaurus-linguae-aegyptiae.de/lemma/54640	https://thesaurus-linguae-aegyptiae.de/lemma/dm287	0
C483	ⲃⲁⲛⲕ	56140	bng	NA	NA	[a bird]	[ein Vogel]	https://thesaurus-linguae-aegyptiae.de/lemma/56140	_	0
C484	ⲃⲛⲛⲉ	55930	bnj	d1708	bn(e)(.t)	date	Dattel	https://thesaurus-linguae-aegyptiae.de/lemma/55930	https://thesaurus-linguae-aegyptiae.de/lemma/d1708	0
C490	ϣⲛⲃⲛⲛⲉ	155620	šnj-bnj.w	dm4522	šn-bne.t	palm fiber (?)	Dattelbast (?)	https://thesaurus-linguae-aegyptiae.de/lemma/155620	https://thesaurus-linguae-aegyptiae.de/lemma/dm4522	0
C491	ⲃⲉⲛⲓⲡⲉ	54450	bjꜣ-n-p.t	d1731	bnpj	iron	Eisen	https://thesaurus-linguae-aegyptiae.de/lemma/54450	https://thesaurus-linguae-aegyptiae.de/lemma/d1731	0
C492	ⲃⲟⲛⲧⲉ	850454	bnd.t	dm805	bnṱj	cucumber garden; cucumber	Gurkenbeet; Gurke	https://thesaurus-linguae-aegyptiae.de/lemma/850454	https://thesaurus-linguae-aegyptiae.de/lemma/dm805	0
C496	ⲃⲓⲛⲁϫ	NA	NA	d1946	pjnꜥks	plate, tray [Greek: pinax]	Teller, Tablett [griech. pinax]	_	https://thesaurus-linguae-aegyptiae.de/lemma/d1946	1
C499	ⲃⲓⲣ	56380	br	d1662	bjr	basket	Korb	https://thesaurus-linguae-aegyptiae.de/lemma/56380	https://thesaurus-linguae-aegyptiae.de/lemma/d1662	0
C500	ⲃⲓⲣⲉ	56380	br	d1662	bjr	basket	Korb	https://thesaurus-linguae-aegyptiae.de/lemma/56380	https://thesaurus-linguae-aegyptiae.de/lemma/d1662	0
C501	ⲃⲁⲁⲣⲉ	56310	bjr	d1665	bjrj	transport ship	[ein Schiff (Lastschiff)]	https://thesaurus-linguae-aegyptiae.de/lemma/56310	https://thesaurus-linguae-aegyptiae.de/lemma/d1665	0
C502	ⲃⲱⲣⲉ	56320	br	NA	NA	[a mullet]	[eine Meeräsche]	https://thesaurus-linguae-aegyptiae.de/lemma/56320	_	0
C503	ⲃⲱⲱⲣⲉ	55820	bnn	NA	NA	to overflow (of a granary); to swell	überfließen (der Scheune); anschwellen	https://thesaurus-linguae-aegyptiae.de/lemma/55820	_	0
C508	ⲃⲣⲃⲣ	56430	brbr	NA	NA	to boil; to boil over	kochen; überkochen	https://thesaurus-linguae-aegyptiae.de/lemma/56430	_	0
C512	ⲃⲉⲣⲃⲓⲣ	55720	bnbn	d1729	bnbn	Benben (sacred stone); obelisk	Benben (heiliger Stein); Obelisk	https://thesaurus-linguae-aegyptiae.de/lemma/55720	https://thesaurus-linguae-aegyptiae.de/lemma/d1729	0
C516	ⲃⲣⲣⲉ	NA	NA	d1743	brj	[new]	jung, neu; [als Entsprechung von "Neos" bei Ptolemäerkönigen]	_	https://thesaurus-linguae-aegyptiae.de/lemma/d1743	0
C534	ⲃⲁⲣⲱϩ	NA	NA	d1749	brḥ	[to feed]	Fütterer(?)	_	https://thesaurus-linguae-aegyptiae.de/lemma/d1749	0
C536	ⲃⲱⲣϭ	56580	brg	NA	NA	to be open	geöffnet sein (von Türen)	https://thesaurus-linguae-aegyptiae.de/lemma/56580	_	0
C537	ⲃⲣϭⲟⲟⲩⲧ	73010	mrkbt	NA	NA	chariot (Sem. loan word)	Streitwagen	https://thesaurus-linguae-aegyptiae.de/lemma/73010	_	0
C538	ⲃⲁⲥ	53600	bꜣs	d1787	bs	[a jar for unguent)]	[ein Gefäß (für Salbe)]	https://thesaurus-linguae-aegyptiae.de/lemma/53600	https://thesaurus-linguae-aegyptiae.de/lemma/d1787	0
C539	ⲃⲏⲥⲉ	53650	bꜣs.t	NA	NA	beaker; pail	Becher; Eimer	https://thesaurus-linguae-aegyptiae.de/lemma/53650	_	0
C540	ⲃⲏⲥ	57210	Bs	d1786	Bs	Bes	Bes	https://thesaurus-linguae-aegyptiae.de/lemma/57210	https://thesaurus-linguae-aegyptiae.de/lemma/d1786	0
C541	ⲃⲁⲥⲃⲥ	57430	bsbs	NA	NA	[a duck]	[eine Ente]	https://thesaurus-linguae-aegyptiae.de/lemma/57430	_	0
C542	ⲃⲉⲥⲛⲏⲧ	884225	bsn.tj	d1795	bsnṱ	[title of office of the Ptah temple]	Erzarbeiter	https://thesaurus-linguae-aegyptiae.de/lemma/884225	https://thesaurus-linguae-aegyptiae.de/lemma/d1795	0
C547	ⲃⲏⲧ	52000	wḏ	NA	NA	palm fiber (for making rope)	Palmbast (für Seile)	https://thesaurus-linguae-aegyptiae.de/lemma/52000	_	0
C553	ⲃⲏⲧⲉ	54070	bꜣd.t	NA	NA	[a (measuring) vessel]	[ein Topf (als Maß)]	https://thesaurus-linguae-aegyptiae.de/lemma/54070	_	0
C555	ⲃⲟⲧⲉ	58130	btꜣ.w	d1834	btj(.t)	wrong; crime	Verbrechen; Vergehen	https://thesaurus-linguae-aegyptiae.de/lemma/58130	https://thesaurus-linguae-aegyptiae.de/lemma/d1834	0
C556	ⲃⲟⲧⲉ	58130	btꜣ.w	d1836	btw(e)	wrong; crime	Verbrechen; Vergehen	https://thesaurus-linguae-aegyptiae.de/lemma/58130	https://thesaurus-linguae-aegyptiae.de/lemma/d1836	0
C562	ⲃⲱⲧⲉ	58140	btꜣ	d1833	btj	to make (oneself) guilty	(sich) schuldig machen	https://thesaurus-linguae-aegyptiae.de/lemma/58140	https://thesaurus-linguae-aegyptiae.de/lemma/d1833	0
C563	ⲃⲱⲧⲉ	58430	bd.t	d1831	bd.t	emmer	Emmer	https://thesaurus-linguae-aegyptiae.de/lemma/58430	https://thesaurus-linguae-aegyptiae.de/lemma/d1831	0
C564	ⲃⲱⲧⲥ (ⲉⲃⲟⲗ)	450143	bgs	d1828	bgs	to injure; to be injured; to be disloyal	schaden; illoyal sein	https://thesaurus-linguae-aegyptiae.de/lemma/450143	https://thesaurus-linguae-aegyptiae.de/lemma/d1828	0
C567	ⲃⲱⲧⲥ	58060	bgs.w	d1828	bgs	wrongdoing	Schaden; Aufruhr	https://thesaurus-linguae-aegyptiae.de/lemma/58060	https://thesaurus-linguae-aegyptiae.de/lemma/d1828	0
C572	ⲃⲁⲧⲥ	58060	bgs.w	d1828	bgs	wrongdoing	Schaden; Aufruhr	https://thesaurus-linguae-aegyptiae.de/lemma/58060	https://thesaurus-linguae-aegyptiae.de/lemma/d1828	0
C575	ⲃⲏⲩ	55150	bw.t	d1691	bw	abomination	Abscheu; Frevel	https://thesaurus-linguae-aegyptiae.de/lemma/55150	https://thesaurus-linguae-aegyptiae.de/lemma/d1691	0
C576	ⲃⲟⲟⲩ	850444	bꜣw	d1687	bw(e)	[noun (hill?)]	Hügel	https://thesaurus-linguae-aegyptiae.de/lemma/850444	https://thesaurus-linguae-aegyptiae.de/lemma/d1687	0
C579	ⲃⲱϣ	NA	NA	d1797	bš(e)	[to spit]	entblößen; verlassen; Waffenstillstand schließen; ergießen; verringer, reduzieren	_	https://thesaurus-linguae-aegyptiae.de/lemma/d1797	0
C593	ⲃⲁϣⲟⲩϣ	NA	NA	d1800	bšwš(e)	diamond	Raute	_	https://thesaurus-linguae-aegyptiae.de/lemma/d1800	1
C594	ⲃⲁϩ	53510	bꜣḥ	NA	NA	phallus	Phallus	https://thesaurus-linguae-aegyptiae.de/lemma/53510	_	0
C596	ⲃⲱⲱϩ	57130	Bẖ	d1781	Bẖ	Buchis (sacred bull of Armant)	Buchis (heiliger Bulle von Armant)	https://thesaurus-linguae-aegyptiae.de/lemma/57130	https://thesaurus-linguae-aegyptiae.de/lemma/d1781	0
C597	ⲃⲟⲩϩⲉ	56690	bhꜣ	NA	NA	fan	Wedel	https://thesaurus-linguae-aegyptiae.de/lemma/56690	_	0
C599	ⲃⲉϩⲃⲉϩ	48980	wḥwḥ	dm2140	wḥwḥ	to bark (of a dog)	bellen	https://thesaurus-linguae-aegyptiae.de/lemma/48980	https://thesaurus-linguae-aegyptiae.de/lemma/dm2140	0
C600	ⲃⲁϩⲁⲗ	54960	Bꜥr	d1683	Bꜥl	Baal	Baal	https://thesaurus-linguae-aegyptiae.de/lemma/54960	https://thesaurus-linguae-aegyptiae.de/lemma/d1683	0
C602	ⲃⲱϩⲛ	859161	bhn	NA	NA	[garment]	[Kleidungsstück]	https://thesaurus-linguae-aegyptiae.de/lemma/859161	_	1
C603	ⲃⲱϩⲛ	859161	bhn	NA	NA	[garment]	[Kleidungsstück]	https://thesaurus-linguae-aegyptiae.de/lemma/859161	_	1
C604	ⲃⲁϩⲥⲉ	56910	bḥz.t	d1775	bḥs(.t)	calf	Kalb (weibl.)	https://thesaurus-linguae-aegyptiae.de/lemma/56910	https://thesaurus-linguae-aegyptiae.de/lemma/d1775	0
C605	ⲃⲱϩⲧ	854508	bhd	d1773	bhṱ	(scent) breathe in; inhale; fumigate	(Duft) einatmen; inhalieren; durchräuchern	https://thesaurus-linguae-aegyptiae.de/lemma/854508	https://thesaurus-linguae-aegyptiae.de/lemma/d1773	1
C607	ⲃⲓϫⲓ	850481	bgꜣ	d1821	bkj	to be shipwrecked	schiffbrüchig sein	https://thesaurus-linguae-aegyptiae.de/lemma/850481	https://thesaurus-linguae-aegyptiae.de/lemma/d1821	0
C610	ⲃⲏϭ	54680	bjk	d1807	bjk	falcon	Falke	https://thesaurus-linguae-aegyptiae.de/lemma/54680	https://thesaurus-linguae-aegyptiae.de/lemma/d1807	0
C615	ⲉ-	91900	r	d3338	r	[preposition]	[Präposition]	https://thesaurus-linguae-aegyptiae.de/lemma/91900	https://thesaurus-linguae-aegyptiae.de/lemma/d3338	0
C616	ⲉ-	21881	jw	dm15	ı ͗w	[auxiliary]	[aux.]	https://thesaurus-linguae-aegyptiae.de/lemma/21881	https://thesaurus-linguae-aegyptiae.de/lemma/dm15	0
C617	ⲉ-	20030	j	d297	ı ͗	oh! (vocative interjection)	oh!; [Interjektion]	https://thesaurus-linguae-aegyptiae.de/lemma/20030	https://thesaurus-linguae-aegyptiae.de/lemma/d297	0
C618	ⲉ-	21881	jw	d305	ı ͗.ı ͗r	[auxiliary]	[aux.]	https://thesaurus-linguae-aegyptiae.de/lemma/21881	https://thesaurus-linguae-aegyptiae.de/lemma/d305	0
C619	ⲉⲣⲉ-	NA	NA	dm16	r	[to make; to do]	bei nominalem Subjekt im Futurum III	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm16	0
C620	ⲉⲃⲏ	54480	bjꜣ.yt	d67	ꜣb.t	wonders; marvels	Staunenswertes; Wunder; Orakel	https://thesaurus-linguae-aegyptiae.de/lemma/54480	https://thesaurus-linguae-aegyptiae.de/lemma/d67	0
C624	ⲉⲃⲓⲱ	54210	bj.t	d441	ı ͗bj(.t)	honey	Honig	https://thesaurus-linguae-aegyptiae.de/lemma/54210	https://thesaurus-linguae-aegyptiae.de/lemma/d441	0
C627	ⲉⲃⲓⲧ	54230	bj.tj	d443	ı ͗bjṱ	beekeeper	Bienenzüchter; Honigsammler	https://thesaurus-linguae-aegyptiae.de/lemma/54230	https://thesaurus-linguae-aegyptiae.de/lemma/d443	0
C628	ⲉⲃⲓⲏⲛ	54610	bjn	d73	ꜣbjn	evil one	der Böse	https://thesaurus-linguae-aegyptiae.de/lemma/54610	https://thesaurus-linguae-aegyptiae.de/lemma/d73	0
C629	ⲉⲃⲓⲏⲛ	54610	bjn	d73	ꜣbjn	evil one	der Böse	https://thesaurus-linguae-aegyptiae.de/lemma/54610	https://thesaurus-linguae-aegyptiae.de/lemma/d73	0
C630	ⲉⲃⲓⲏⲛ	54605	bjn	d1646	bjn	bad; evil	schlecht; böse	https://thesaurus-linguae-aegyptiae.de/lemma/54605	https://thesaurus-linguae-aegyptiae.de/lemma/d1646	0
C633	ⲉⲃⲣⲁ	60310	pr.t	d1989	pr(.t)	fruit; seed; posterity (metaph.)	Frucht (einer Pflanze); Saatkorn; Nachkommenschaft (bildl.)	https://thesaurus-linguae-aegyptiae.de/lemma/60310	https://thesaurus-linguae-aegyptiae.de/lemma/d1989	0
C636	ⲉⲃⲣⲏϭⲉ	56530	brq	NA	NA	to sparkle (Sem. loan word)	glitzern	https://thesaurus-linguae-aegyptiae.de/lemma/56530	_	0
C639	ⲉⲃⲟⲧ	93	ꜣbd	d446	ı ͗bd	month	Monat; Monatsdienst	https://thesaurus-linguae-aegyptiae.de/lemma/93	https://thesaurus-linguae-aegyptiae.de/lemma/d446	0
C640	ϩⲣⲉⲃⲟⲧ	NA	NA	dm5446	ẖr-ı ͗bd	monthly requirement; monthly	monatlicher Bedarf; allmonatlich	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm5446	1
C641	ⲉⲕⲓⲃⲉ	159290	qꜣb.t	NA	NA	chest	Brust	https://thesaurus-linguae-aegyptiae.de/lemma/159290	_	0
C648	ⲉⲗⲟⲓϩ	600270	jm.j-rʾ-jḥ.w	d2509	mr-ı ͗ḥ	overseer of cattle	Vorsteher der Rinder	https://thesaurus-linguae-aegyptiae.de/lemma/600270	https://thesaurus-linguae-aegyptiae.de/lemma/d2509	0
C649	ⲉⲗⲕⲱ	89040	nqꜥ.wt	d181	ꜣlqw	notched sycamore fig	geritze (reife) Sykomorenfrüchte	https://thesaurus-linguae-aegyptiae.de/lemma/89040	https://thesaurus-linguae-aegyptiae.de/lemma/d181	0
C651	ⲉⲗⲟⲟⲗⲉ	20830	jꜣrr.wt	d179	ꜣll(j)	grape vine; grapes; raisins	Weinstock; Weintrauben; Rosinen	https://thesaurus-linguae-aegyptiae.de/lemma/20830	https://thesaurus-linguae-aegyptiae.de/lemma/d179	0
C662	ⲉⲗⲁⲙ	38400	ꜥnb.yt	NA	NA	bundle (of papyrus); basket (of bread)	Bündel; Korb (Maß für Papyrus und Brot)	https://thesaurus-linguae-aegyptiae.de/lemma/38400	_	0
C663	ⲉⲗⲧⲟϥ	90030	ntf	NA	NA	to besprinkle; to wet	begießen; befeuchten	https://thesaurus-linguae-aegyptiae.de/lemma/90030	_	0
C667	ⲉⲙⲟⲩ	854443	mjw.t	d2326	mj(.t)	Cat	Katze	https://thesaurus-linguae-aegyptiae.de/lemma/854443	https://thesaurus-linguae-aegyptiae.de/lemma/d2326	1
C668	ⲉⲙⲓⲙ	37830	ꜥmꜥm.w	d969	ꜥmꜥm(e)	shrewmouse	Spitzmaus	https://thesaurus-linguae-aegyptiae.de/lemma/37830	https://thesaurus-linguae-aegyptiae.de/lemma/d969	0
C669	ⲉⲙⲛⲧ	26151	jmn.tj	d520	ı ͗mnṱ	west	Westen	https://thesaurus-linguae-aegyptiae.de/lemma/26151	https://thesaurus-linguae-aegyptiae.de/lemma/d520	0
C670	ⲉⲙⲛⲧ	26150	jmn.tj	d520	ı ͗mnṱ	western	westlich	https://thesaurus-linguae-aegyptiae.de/lemma/26150	https://thesaurus-linguae-aegyptiae.de/lemma/d520	0
C671	ⲉⲙⲛⲉⲩⲓ	72230	Mr-wr	d2510	Mr-wr	Mnevis	Mnevis	https://thesaurus-linguae-aegyptiae.de/lemma/72230	https://thesaurus-linguae-aegyptiae.de/lemma/d2510	0
C672	ⲉⲙⲏⲣⲉ	71840	mr	d2273	mꜣ	canal	Kanal	https://thesaurus-linguae-aegyptiae.de/lemma/71840	https://thesaurus-linguae-aegyptiae.de/lemma/d2273	0
C673	ⲉⲙⲓⲥⲉ	26440	jms.t	d105	ꜣmjs	dill	Dill	https://thesaurus-linguae-aegyptiae.de/lemma/26440	https://thesaurus-linguae-aegyptiae.de/lemma/d105	0
C676	ⲉⲙⲉϣϭⲉ	26450	jmskꜣ	d112	ꜣmsk	[a fish (mullet)]	Nilbarsch	https://thesaurus-linguae-aegyptiae.de/lemma/26450	https://thesaurus-linguae-aegyptiae.de/lemma/d112	0
C677	ⲉⲛⲉ-	550032	jn-jw	d527	ı ͗n	[interrogative part.]	[Partikel zur Einleitung der Frage]	https://thesaurus-linguae-aegyptiae.de/lemma/550032	https://thesaurus-linguae-aegyptiae.de/lemma/d527	0
C678	ⲉⲛⲉ-	97660	hn	d3721	hwn-nꜣ.w	O that...!	wenn doch ... wäre; oh!	https://thesaurus-linguae-aegyptiae.de/lemma/97660	https://thesaurus-linguae-aegyptiae.de/lemma/d3721	0
C680	ⲉⲛⲟⲩⲛⲅ	27520	jnnk	d128	ꜣnq	[a plant (thyme?)]	Konyza (?)	https://thesaurus-linguae-aegyptiae.de/lemma/27520	https://thesaurus-linguae-aegyptiae.de/lemma/d128	0
C681	ⲉⲛⲧ-	89850	n.tj	d3301	ntj	the one who; which (relative pron.)	der welcher (Relativpronomen)	https://thesaurus-linguae-aegyptiae.de/lemma/89850	https://thesaurus-linguae-aegyptiae.de/lemma/d3301	0
C682	ⲉⲛϩ	27700	jnḥ	d585	ı ͗nḥ	eyebrow	Augenbraue	https://thesaurus-linguae-aegyptiae.de/lemma/27700	https://thesaurus-linguae-aegyptiae.de/lemma/d585	0
C684	ⲉⲛⲉϩ	86570	nḥḥ	d3237	nḥḥ	eternity	Ewigkeit	https://thesaurus-linguae-aegyptiae.de/lemma/86570	https://thesaurus-linguae-aegyptiae.de/lemma/d3237	0
C685	ⲉⲛⲉϩ	86580	nḥḥ	d3237	nḥḥ	eternally	ewiglich	https://thesaurus-linguae-aegyptiae.de/lemma/86580	https://thesaurus-linguae-aegyptiae.de/lemma/d3237	0
C686	ⲉⲛⲉϩ	86580	nḥḥ	d3237	nḥḥ	eternally	ewiglich	https://thesaurus-linguae-aegyptiae.de/lemma/86580	https://thesaurus-linguae-aegyptiae.de/lemma/d3237	0
C690	ⲉⲡⲱ	59050	pꜣy.t	NA	NA	(door) bolt (?)	Riegel (?) (der Tür)	https://thesaurus-linguae-aegyptiae.de/lemma/59050	_	0
C691	ⲉⲡⲏⲡ	24310	Jpjp	NA	NA	Epiphi (3rd month of the shemu-season)	[Fest]; [Monatsname]; Epiphi (3. Monat der Schemu-Jahreszeit)	https://thesaurus-linguae-aegyptiae.de/lemma/24310	_	0
C692	ⲉⲡⲣⲁ	60330	pr.t	NA	NA	mourning; sadness	Trauer	https://thesaurus-linguae-aegyptiae.de/lemma/60330	_	0
C697	ⲉⲡϣⲉ	37210	ꜥpšꜣ.y	NA	NA	[an insect]	[ein Käfer]	https://thesaurus-linguae-aegyptiae.de/lemma/37210	_	0
C699	ⲉⲣⲓ	28610	jr.yt	NA	NA	assessment (in grain)	Korn-Abgabe	https://thesaurus-linguae-aegyptiae.de/lemma/28610	_	0
C705	ⲉⲣⲡⲱ	29750	jrp	NA	NA	grape vine	Weinstock	https://thesaurus-linguae-aegyptiae.de/lemma/29750	_	0
C708	ⲉⲣⲱⲧⲉ	854491	jrṯ.t	dm2378	ı ͗rte(.t)	Milk (of the mother, of the animals, of the sycamore)	Milch (der Mutter, der Tiere, der Sykomore)	https://thesaurus-linguae-aegyptiae.de/lemma/854491	https://thesaurus-linguae-aegyptiae.de/lemma/dm2378	1
C709	ⲉⲣⲱⲧⲉ	854491	jrṯ.t	dm2378	ı ͗rte(.t)	Milk (of the mother, of the animals, of the sycamore)	Milch (der Mutter, der Tiere, der Sykomore)	https://thesaurus-linguae-aegyptiae.de/lemma/854491	https://thesaurus-linguae-aegyptiae.de/lemma/dm2378	1
C714	ⲉⲣⲏⲩ	28510	jr.j	d632	ı ͗rj	fellow; companion	Zugehöriger; Genosse	https://thesaurus-linguae-aegyptiae.de/lemma/28510	https://thesaurus-linguae-aegyptiae.de/lemma/d632	0
C715	ⲉⲣⲏⲩ	28510	jr.j	d632	ı ͗rj	fellow; companion	Zugehöriger; Genosse	https://thesaurus-linguae-aegyptiae.de/lemma/28510	https://thesaurus-linguae-aegyptiae.de/lemma/d632	0
C716	ⲉⲣϣⲁⲛ	142460	zḫn	d630	ı ͗r-ḫn	random event	zufälliges Ereignis	https://thesaurus-linguae-aegyptiae.de/lemma/142460	https://thesaurus-linguae-aegyptiae.de/lemma/d630	1
C718	ⲉⲣϣⲓϣⲓ	NA	NA	d619	ı ͗r-sḫj	have power (over), have control (over)	Macht haben (über), verfügen (über)	_	https://thesaurus-linguae-aegyptiae.de/lemma/d619	1
C725	ⲉⲥⲏⲧ	127650	zꜣṯ.w	d228	ꜣsṱ	ground; floor; earth	Erdboden; Fußboden; Erde	https://thesaurus-linguae-aegyptiae.de/lemma/127650	https://thesaurus-linguae-aegyptiae.de/lemma/d228	0
C734	ⲉⲥⲟⲟⲩ	138880	zr	d700	ı ͗sw	ram	Widder	https://thesaurus-linguae-aegyptiae.de/lemma/138880	https://thesaurus-linguae-aegyptiae.de/lemma/d700	0
C735	ⲉⲥⲱ	138900	zr.t	d700	ı ͗sw	sheep; ewe	Schaf	https://thesaurus-linguae-aegyptiae.de/lemma/138900	https://thesaurus-linguae-aegyptiae.de/lemma/d700	0
C737	ⲉⲧ-	89850	n.tj	d3301	ntj	the one who; which (relative pron.)	der welcher (Relativpronomen)	https://thesaurus-linguae-aegyptiae.de/lemma/89850	https://thesaurus-linguae-aegyptiae.de/lemma/d3301	0
C738	ⲉⲁⲧ	41960	ꜥḏ	d1147	ꜥt	edge; margin (of cultivated land, of the desert)	Randzone; bewässertes Land (am Wüstenrand)	https://thesaurus-linguae-aegyptiae.de/lemma/41960	https://thesaurus-linguae-aegyptiae.de/lemma/d1147	0
C739	ⲉⲧⲃⲉ-	851527	r-ḏbꜣ.t	d3401	r-ḏbꜣ	as a replacement; payment for; against; instead of; because of	als Ersatz; Bezahlung für; gegen; anstelle von; wegen	https://thesaurus-linguae-aegyptiae.de/lemma/851527	https://thesaurus-linguae-aegyptiae.de/lemma/d3401	1
C747	ⲉⲧⲏϣⲓ	180680	dšr	NA	NA	flamingo	Flamingo	https://thesaurus-linguae-aegyptiae.de/lemma/180680	_	0
C749	ⲉⲟⲟⲩ	20360	jꜣ.w	d45	ꜣwj	praise	Lobpreis	https://thesaurus-linguae-aegyptiae.de/lemma/20360	https://thesaurus-linguae-aegyptiae.de/lemma/d45	0
C755	ⲉⲟⲩⲱ	22230	jwꜣ.yt	d392	ı ͗wj.t	helper	Ersatzarbeiterin; Helferin	https://thesaurus-linguae-aegyptiae.de/lemma/22230	https://thesaurus-linguae-aegyptiae.de/lemma/d392	0
C762	ⲉⲩⲛⲓ	55650	bnw.t	NA	NA	quern; hard stone	Mühlstein	https://thesaurus-linguae-aegyptiae.de/lemma/55650	_	0
C763	ⲉⲫⲱⲧ	550400	nfr-ḥtp	dm3178	Nfr-ḥtp	the completely merciful one (Chons and other gods)	der vollkommen Gnädige (Chons u.a. Götter)	https://thesaurus-linguae-aegyptiae.de/lemma/550400	https://thesaurus-linguae-aegyptiae.de/lemma/dm3178	1
C764	ⲉⲫⲱⲧ	550400	nfr-ḥtp	dm3178	Nfr-ḥtp	the completely merciful one (Chons and other gods)	der vollkommen Gnädige (Chons u.a. Götter)	https://thesaurus-linguae-aegyptiae.de/lemma/550400	https://thesaurus-linguae-aegyptiae.de/lemma/dm3178	1
